redeem,reward,hiveid,server,date,status
sw2025mar1n3,,hedgehogss,china,2025-03-01T14:03:28.540245Z,已自动领取
THX4ENJDSCOLLAB,,si04172,china,2025-03-01T14:08:46.632365Z,已自动领取
sw2025mar1n3,,si04172,china,2025-03-01T14:10:08.063714Z,手动领取过
THX4ENJDSCOLLAB,,828511124,china,2025-03-01T14:16:14.179745Z,手动领取过
sw2025mar1n3,,828511124,china,2025-03-01T14:17:55.131043Z,手动领取过
THX4ENJDSCOLLAB,,1711365230,china,2025-03-01T14:22:07.016115Z,已自动领取
sw2025mar1n3,,1711365230,china,2025-03-01T14:23:24.868785Z,已自动领取
thx4enjdscollab,,samuer007,china,2025-03-03T18:16:01.942987Z,手动领取过
thx4enjdscollab,,safety007,china,2025-03-03T18:17:34.890893Z,手动领取过
thx4enjdscollab,,1940519852,china,2025-03-03T18:18:34.544417Z,手动领取过
thx4enjdscollab,,763066,china,2025-03-03T18:19:01.381042Z,手动领取过
thx4enjdscollab,,Vittical,china,2025-03-03T18:19:42.486989Z,手动领取过
thx4enjdscollab,,759830,china,2025-03-03T18:21:02.625717Z,手动领取过
thx4enjdscollab,,ZQLDHJ,china,2025-03-03T18:22:59.139586Z,手动领取过
thx4enjdscollab,,zhang921027,china,2025-03-03T18:24:04.385438Z,手动领取过
thx4enjdscollab,,hyyni1234,china,2025-03-03T18:26:05.209935Z,手动领取过
thx4enjdscollab,,ZXFAILXY0322,china,2025-03-03T18:26:42.140730Z,手动领取过
thx4enjdscollab,,linchao0510,china,2025-03-03T18:27:37.247839Z,手动领取过
thx4enjdscollab,,gcnu2768,china,2025-03-03T18:29:29.017102Z,手动领取过
thx4enjdscollab,,wwcc998,china,2025-03-03T18:30:35.435713Z,手动领取过
thx4enjdscollab,,78619630,china,2025-03-03T18:31:30.144306Z,手动领取过
thx4enjdscollab,,jk187,china,2025-03-03T18:32:53.744248Z,手动领取过
thx4enjdscollab,,dshujun,china,2025-03-03T18:33:22.580105Z,手动领取过
thx4enjdscollab,,kkws228,china,2025-03-03T18:35:29.832373Z,手动领取过
thx4enjdscollab,,1029709109,china,2025-03-03T18:37:32.097842Z,手动领取过
thx4enjdscollab,,yh.24288,china,2025-03-03T18:37:57.774054Z,手动领取过
thx4enjdscollab,,hedgehogss,china,2025-03-03T18:40:02.762595Z,手动领取过
thx4enjdscollab,,si04172,china,2025-03-03T18:40:32.439568Z,手动领取过
thx4enjdscollab,,828511124,china,2025-03-03T18:41:18.068956Z,手动领取过
thx4enjdscollab,,1711365230,china,2025-03-03T18:42:41.880317Z,手动领取过
SWELFORU,,samuer007,china,2025-03-06T12:20:57.277038Z,已自动领取
EULEAGUEGO,,samuer007,china,2025-03-06T12:22:58.608784Z,已自动领取
SWELFORU,,safety007,china,2025-03-06T12:24:03.941293Z,已自动领取
EULEAGUEGO,,safety007,china,2025-03-06T12:25:22.159050Z,已自动领取
SWELFORU,,1940519852,china,2025-03-06T12:25:47.024710Z,已自动领取
EULEAGUEGO,,1940519852,china,2025-03-06T12:26:17.788713Z,已自动领取
SWELFORU,,763066,china,2025-03-06T12:28:14.721338Z,手动领取过
EULEAGUEGO,,763066,china,2025-03-06T12:29:43.178808Z,手动领取过
SWELFORU,,Vittical,china,2025-03-06T12:30:55.868356Z,已自动领取
EULEAGUEGO,,Vittical,china,2025-03-06T12:32:28.698338Z,已自动领取
SWELFORU,,759830,china,2025-03-06T12:33:06.813758Z,已自动领取
EULEAGUEGO,,759830,china,2025-03-06T12:34:48.978270Z,已自动领取
SWELFORU,,ZQLDHJ,china,2025-03-06T12:35:30.014836Z,已自动领取
EULEAGUEGO,,ZQLDHJ,china,2025-03-06T12:37:18.208309Z,已自动领取
SWELFORU,,zhang921027,china,2025-03-06T12:38:14.309377Z,已自动领取
EULEAGUEGO,,zhang921027,china,2025-03-06T12:39:40.181248Z,已自动领取
EULEAGUEGO,,hyyni1234,china,2025-03-06T12:58:58.757740Z,已自动领取
SWELFORU,,ZXFAILXY0322,china,2025-03-06T13:00:54.158135Z,已自动领取
EULEAGUEGO,,ZXFAILXY0322,china,2025-03-06T13:01:54.281333Z,已自动领取
SWELFORU,,linchao0510,china,2025-03-06T13:03:13.228530Z,已自动领取
EULEAGUEGO,,linchao0510,china,2025-03-06T13:04:37.758531Z,已自动领取
SWELFORU,,gcnu2768,china,2025-03-06T13:05:14.545228Z,已自动领取
EULEAGUEGO,,gcnu2768,china,2025-03-06T13:05:46.247736Z,已自动领取
SWELFORU,,wwcc998,china,2025-03-06T13:06:30.263339Z,已自动领取
EULEAGUEGO,,wwcc998,china,2025-03-06T13:08:00.728241Z,已自动领取
SWELFORU,,78619630,china,2025-03-06T13:09:59.810372Z,已自动领取
EULEAGUEGO,,78619630,china,2025-03-06T13:11:01.513094Z,已自动领取
SWELFORU,,jk187,china,2025-03-06T13:11:35.346905Z,手动领取过
EULEAGUEGO,,jk187,china,2025-03-06T13:12:02.371176Z,手动领取过
SWELFORU,,dshujun,china,2025-03-06T13:12:33.554517Z,手动领取过
EULEAGUEGO,,dshujun,china,2025-03-06T13:14:29.574736Z,手动领取过
SWELFORU,,kkws228,china,2025-03-06T13:15:07.782313Z,已自动领取
EULEAGUEGO,,kkws228,china,2025-03-06T13:16:11.148942Z,已自动领取
SWELFORU,,1029709109,china,2025-03-06T13:17:07.749661Z,已自动领取
EULEAGUEGO,,1029709109,china,2025-03-06T13:18:27.126408Z,已自动领取
SWELFORU,,yh.24288,china,2025-03-06T13:19:33.552729Z,手动领取过
EULEAGUEGO,,yh.24288,china,2025-03-06T13:20:04.116498Z,手动领取过
SWELFORU,,hedgehogss,china,2025-03-06T13:20:43.742585Z,已自动领取
EULEAGUEGO,,hedgehogss,china,2025-03-06T13:21:18.494844Z,手动领取过
SWELFORU,,si04172,china,2025-03-06T13:21:55.214124Z,手动领取过
EULEAGUEGO,,si04172,china,2025-03-06T13:22:32.057732Z,手动领取过
SWELFORU,,828511124,china,2025-03-06T13:24:07.242887Z,手动领取过
EULEAGUEGO,,828511124,china,2025-03-06T13:25:47.703084Z,手动领取过
SWELFORU,,1711365230,china,2025-03-06T13:26:34.800007Z,已自动领取
EULEAGUEGO,,1711365230,china,2025-03-06T13:28:03.412150Z,已自动领取
G3TSWMYTG1FT,,samuer007,china,2025-03-07T15:46:48.830964Z,已自动领取
G3TSWMYTG1FT,,safety007,china,2025-03-07T15:48:20.491917Z,已自动领取
G3TSWMYTG1FT,,1940519852,china,2025-03-07T15:49:07.001477Z,已自动领取
G3TSWMYTG1FT,,763066,china,2025-03-07T15:49:52.555358Z,手动领取过
G3TSWMYTG1FT,,Vittical,china,2025-03-07T15:50:29.549952Z,已自动领取
G3TSWMYTG1FT,,759830,china,2025-03-07T15:52:21.475117Z,已自动领取
G3TSWMYTG1FT,,ZQLDHJ,china,2025-03-07T15:53:22.766793Z,已自动领取
G3TSWMYTG1FT,,zhang921027,china,2025-03-07T15:55:23.947003Z,已自动领取
G3TSWMYTG1FT,,hyyni1234,china,2025-03-07T15:55:52.992956Z,已自动领取
G3TSWMYTG1FT,,ZXFAILXY0322,china,2025-03-07T15:56:52.824402Z,已自动领取
G3TSWMYTG1FT,,linchao0510,china,2025-03-07T15:58:02.163664Z,已自动领取
G3TSWMYTG1FT,,gcnu2768,china,2025-03-07T16:00:00.159087Z,已自动领取
G3TSWMYTG1FT,,wwcc998,china,2025-03-07T16:01:45.868608Z,已自动领取
G3TSWMYTG1FT,,78619630,china,2025-03-07T16:02:44.910804Z,手动领取过
G3TSWMYTG1FT,,jk187,china,2025-03-07T16:04:03.057845Z,手动领取过
G3TSWMYTG1FT,,dshujun,china,2025-03-07T16:06:00.641024Z,手动领取过
G3TSWMYTG1FT,,kkws228,china,2025-03-07T16:07:11.867429Z,手动领取过
G3TSWMYTG1FT,,1029709109,china,2025-03-07T16:08:41.281885Z,已自动领取
G3TSWMYTG1FT,,yh.24288,china,2025-03-07T16:09:09.379308Z,手动领取过
G3TSWMYTG1FT,,hedgehogss,china,2025-03-07T16:10:07.569758Z,已自动领取
G3TSWMYTG1FT,,si04172,china,2025-03-07T16:11:02.579737Z,已自动领取
G3TSWMYTG1FT,,828511124,china,2025-03-07T16:13:04.453632Z,手动领取过
G3TSWMYTG1FT,,1711365230,china,2025-03-07T16:13:39.767738Z,已自动领取
g3tswmytg1ft,Fire Scroll x1,samuer007,china,2025-03-07T16:24:52.288427Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,safety007,china,2025-03-07T16:25:38.068771Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,1940519852,china,2025-03-07T16:26:57.494807Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,763066,china,2025-03-07T16:28:21.764421Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,Vittical,china,2025-03-07T16:30:00.668981Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,759830,china,2025-03-07T16:30:52.779012Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,ZQLDHJ,china,2025-03-07T16:32:53.066613Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,zhang921027,china,2025-03-07T16:34:16.666671Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,hyyni1234,china,2025-03-07T16:36:01.107996Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,ZXFAILXY0322,china,2025-03-07T16:36:55.471343Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,linchao0510,china,2025-03-07T16:37:41.143348Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,gcnu2768,china,2025-03-07T16:39:44.776650Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,wwcc998,china,2025-03-07T16:40:19.687033Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,78619630,china,2025-03-07T16:42:13.626078Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,jk187,china,2025-03-07T16:43:41.534181Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,dshujun,china,2025-03-07T16:45:25.657917Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,kkws228,china,2025-03-07T16:47:20.325069Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,yh.24288,china,2025-03-07T17:07:00.060713Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,hedgehogss,china,2025-03-07T17:08:54.305280Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,si04172,china,2025-03-07T17:09:20.010703Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,828511124,china,2025-03-07T17:10:18.713326Z,手动领取过
g3tswmytg1ft,Fire Scroll x1,1711365230,china,2025-03-07T17:11:53.527371Z,手动领取过
seeu1n26aga1n,,samuer007,china,2025-03-08T16:51:56.236846Z,已自动领取
krnakay0sh1jp,,samuer007,china,2025-03-08T16:52:32.860956Z,已自动领取
y0uk0s0sm25,,samuer007,china,2025-03-08T16:53:54.626091Z,已自动领取
seeu1n26aga1n,,safety007,china,2025-03-08T16:55:17.816575Z,已自动领取
krnakay0sh1jp,,safety007,china,2025-03-08T16:55:41.873788Z,已自动领取
y0uk0s0sm25,,safety007,china,2025-03-08T16:57:05.268836Z,已自动领取
seeu1n26aga1n,,1940519852,china,2025-03-08T16:57:42.496244Z,已自动领取
krnakay0sh1jp,,1940519852,china,2025-03-08T16:59:24.210954Z,已自动领取
y0uk0s0sm25,,1940519852,china,2025-03-08T17:00:28.406189Z,已自动领取
seeu1n26aga1n,,763066,china,2025-03-08T17:02:29.351414Z,手动领取过
krnakay0sh1jp,,763066,china,2025-03-08T17:04:25.618453Z,已自动领取
y0uk0s0sm25,,763066,china,2025-03-08T17:06:15.882428Z,已自动领取
seeu1n26aga1n,,Vittical,china,2025-03-08T17:07:53.293573Z,已自动领取
krnakay0sh1jp,,Vittical,china,2025-03-08T17:08:54.501172Z,已自动领取
y0uk0s0sm25,,Vittical,china,2025-03-08T17:10:23.755614Z,已自动领取
seeu1n26aga1n,,759830,china,2025-03-08T17:11:29.118395Z,已自动领取
krnakay0sh1jp,,759830,china,2025-03-08T17:13:21.883289Z,已自动领取
y0uk0s0sm25,,759830,china,2025-03-08T17:14:47.600284Z,已自动领取
seeu1n26aga1n,,ZQLDHJ,china,2025-03-08T17:15:31.032517Z,已自动领取
krnakay0sh1jp,,ZQLDHJ,china,2025-03-08T17:16:25.360228Z,已自动领取
y0uk0s0sm25,,ZQLDHJ,china,2025-03-08T17:16:59.850372Z,已自动领取
seeu1n26aga1n,,zhang921027,china,2025-03-08T17:18:14.071393Z,已自动领取
krnakay0sh1jp,,zhang921027,china,2025-03-08T17:19:02.639609Z,已自动领取
y0uk0s0sm25,,zhang921027,china,2025-03-08T17:19:34.213907Z,已自动领取
seeu1n26aga1n,,hyyni1234,china,2025-03-08T17:20:04.492494Z,已自动领取
krnakay0sh1jp,,hyyni1234,china,2025-03-08T17:21:13.001149Z,已自动领取
y0uk0s0sm25,,hyyni1234,china,2025-03-08T17:22:52.937996Z,已自动领取
seeu1n26aga1n,,ZXFAILXY0322,china,2025-03-08T17:24:08.816664Z,已自动领取
krnakay0sh1jp,,ZXFAILXY0322,china,2025-03-08T17:25:27.017938Z,已自动领取
y0uk0s0sm25,,ZXFAILXY0322,china,2025-03-08T17:25:55.674148Z,已自动领取
seeu1n26aga1n,,linchao0510,china,2025-03-08T17:27:28.508080Z,已自动领取
krnakay0sh1jp,,linchao0510,china,2025-03-08T17:28:03.196389Z,已自动领取
y0uk0s0sm25,,linchao0510,china,2025-03-08T17:28:41.382419Z,已自动领取
seeu1n26aga1n,,gcnu2768,china,2025-03-08T17:29:54.002862Z,已自动领取
krnakay0sh1jp,,gcnu2768,china,2025-03-08T17:30:53.110900Z,已自动领取
y0uk0s0sm25,,gcnu2768,china,2025-03-08T17:31:59.628605Z,已自动领取
seeu1n26aga1n,,wwcc998,china,2025-03-08T17:32:44.583046Z,已自动领取
krnakay0sh1jp,,wwcc998,china,2025-03-08T17:34:03.779671Z,已自动领取
y0uk0s0sm25,,wwcc998,china,2025-03-08T17:35:08.543515Z,已自动领取
seeu1n26aga1n,,78619630,china,2025-03-08T17:36:05.923074Z,已自动领取
krnakay0sh1jp,,78619630,china,2025-03-08T17:37:19.172901Z,已自动领取
y0uk0s0sm25,,78619630,china,2025-03-08T17:38:39.239831Z,已自动领取
seeu1n26aga1n,,jk187,china,2025-03-08T17:39:53.600356Z,手动领取过
krnakay0sh1jp,,jk187,china,2025-03-08T17:41:42.065408Z,手动领取过
y0uk0s0sm25,,jk187,china,2025-03-08T17:43:40.950136Z,手动领取过
seeu1n26aga1n,,dshujun,china,2025-03-08T17:44:57.412327Z,手动领取过
krnakay0sh1jp,,dshujun,china,2025-03-08T17:46:58.149523Z,手动领取过
y0uk0s0sm25,,dshujun,china,2025-03-08T17:48:24.610041Z,手动领取过
seeu1n26aga1n,,kkws228,china,2025-03-08T17:49:37.240465Z,手动领取过
krnakay0sh1jp,,kkws228,china,2025-03-08T17:50:54.251048Z,手动领取过
y0uk0s0sm25,,kkws228,china,2025-03-08T17:52:33.664808Z,手动领取过
seeu1n26aga1n,,1029709109,china,2025-03-08T17:53:26.896202Z,已自动领取
krnakay0sh1jp,,1029709109,china,2025-03-08T17:54:54.677095Z,已自动领取
y0uk0s0sm25,,1029709109,china,2025-03-08T17:56:39.851136Z,已自动领取
seeu1n26aga1n,,yh.24288,china,2025-03-08T17:58:23.421482Z,手动领取过
krnakay0sh1jp,,yh.24288,china,2025-03-08T17:58:47.269824Z,手动领取过
y0uk0s0sm25,,yh.24288,china,2025-03-08T18:00:47.848797Z,手动领取过
seeu1n26aga1n,,hedgehogss,china,2025-03-08T18:01:47.433575Z,已自动领取
krnakay0sh1jp,,hedgehogss,china,2025-03-08T18:03:02.657524Z,已自动领取
y0uk0s0sm25,,hedgehogss,china,2025-03-08T18:03:43.689184Z,已自动领取
seeu1n26aga1n,,si04172,china,2025-03-08T18:04:26.355329Z,手动领取过
krnakay0sh1jp,,si04172,china,2025-03-08T18:05:56.422304Z,手动领取过
y0uk0s0sm25,,si04172,china,2025-03-08T18:06:42.135949Z,手动领取过
seeu1n26aga1n,,828511124,china,2025-03-08T18:08:10.975804Z,手动领取过
krnakay0sh1jp,,828511124,china,2025-03-08T18:09:03.963987Z,手动领取过
y0uk0s0sm25,,828511124,china,2025-03-08T18:09:52.980467Z,手动领取过
seeu1n26aga1n,,1711365230,china,2025-03-08T18:10:51.264391Z,手动领取过
krnakay0sh1jp,,1711365230,china,2025-03-08T18:11:41.344508Z,手动领取过
y0uk0s0sm25,,1711365230,china,2025-03-08T18:12:18.085430Z,手动领取过
sweltotop,,samuer007,china,2025-03-13T15:45:29.381299Z,已自动领取
sweltotop,,safety007,china,2025-03-13T15:46:31.677954Z,已自动领取
sweltotop,,1940519852,china,2025-03-13T15:47:48.729980Z,已自动领取
sweltotop,,763066,china,2025-03-13T15:48:56.321361Z,已自动领取
sweltotop,,Vittical,china,2025-03-13T15:50:15.560868Z,已自动领取
sweltotop,,759830,china,2025-03-13T15:50:42.023900Z,已自动领取
sweltotop,,ZQLDHJ,china,2025-03-13T15:52:35.471826Z,已自动领取
sweltotop,,zhang921027,china,2025-03-13T15:54:06.412249Z,已自动领取
sweltotop,,hyyni1234,china,2025-03-13T15:55:21.253622Z,已自动领取
sweltotop,,ZXFAILXY0322,china,2025-03-13T15:57:18.652782Z,已自动领取
sweltotop,,linchao0510,china,2025-03-13T15:59:18.901987Z,已自动领取
sweltotop,,gcnu2768,china,2025-03-13T16:00:19.829680Z,已自动领取
sweltotop,,wwcc998,china,2025-03-13T16:01:49.701751Z,已自动领取
sweltotop,,78619630,china,2025-03-13T16:03:34.696219Z,已自动领取
sweltotop,,jk187,china,2025-03-13T16:04:04.153599Z,已自动领取
sweltotop,,dshujun,china,2025-03-13T16:04:45.373913Z,已自动领取
sweltotop,,kkws228,china,2025-03-13T16:05:23.835560Z,已自动领取
sweltotop,,1029709109,china,2025-03-13T16:07:13.293418Z,已自动领取
sweltotop,,yh.24288,china,2025-03-13T16:08:16.785999Z,已自动领取
sweltotop,,hedgehogss,china,2025-03-13T16:09:04.747045Z,已自动领取
sweltotop,,si04172,china,2025-03-13T16:10:18.791746Z,手动领取过
sweltotop,,828511124,china,2025-03-13T16:11:41.607651Z,已自动领取
sweltotop,,1711365230,china,2025-03-13T16:12:07.557034Z,已自动领取
sw2025mar1n3,,ycshangtian,china,2025-03-13T18:55:29.533520Z,手动领取过
sw2025mar1n3,,lz0319,china,2025-03-16T10:34:32.409899Z,已自动领取
STARROUND10316,,samuer007,china,2025-03-16T22:55:32.621019Z,已自动领取
starround10316,Mystical Scroll x1,samuer007,china,2025-03-16T22:56:14.102910Z,手动领取过
STARROUND10316,,ycshangtian,china,2025-03-17T01:13:10.740387Z,手动领取过
starround10316,Mystical Scroll x1,ycshangtian,china,2025-03-17T01:13:37.208881Z,手动领取过
sweltowin,,samuer007,china,2025-03-20T15:38:25.518383Z,已自动领取
euleague5,,samuer007,china,2025-03-20T15:40:31.070701Z,已自动领取
sweltowin,,safety007,china,2025-03-20T15:42:12.246732Z,已自动领取
euleague5,,safety007,china,2025-03-20T15:43:44.821062Z,已自动领取
sweltowin,,1940519852,china,2025-03-20T15:44:14.983814Z,手动领取过
euleague5,,1940519852,china,2025-03-20T15:44:46.349316Z,手动领取过
sweltowin,,763066,china,2025-03-20T15:45:18.089186Z,手动领取过
euleague5,,763066,china,2025-03-20T15:46:09.181948Z,已自动领取
sweltowin,,Vittical,china,2025-03-20T15:47:55.963999Z,已自动领取
euleague5,,Vittical,china,2025-03-20T15:48:46.493483Z,已自动领取
euleague5,,759830,china,2025-03-20T15:50:54.282127Z,已自动领取
euleague5,,ZQLDHJ,china,2025-03-20T15:52:57.328824Z,已自动领取
euleague5,,zhang921027,china,2025-03-20T15:55:24.992410Z,已自动领取
euleague5,,hyyni1234,china,2025-03-20T15:58:09.463164Z,已自动领取
euleague5,,ZXFAILXY0322,china,2025-03-20T16:00:09.144740Z,已自动领取
euleague5,,linchao0510,china,2025-03-20T16:02:03.662102Z,已自动领取
euleague5,,gcnu2768,china,2025-03-20T16:05:47.658234Z,已自动领取
euleague5,,jk187,china,2025-03-20T16:12:36.016935Z,手动领取过
sweltowin,,yh.24288,china,2025-03-20T16:22:06.797204Z,手动领取过
euleague5,,yh.24288,china,2025-03-20T16:23:00.684256Z,手动领取过
euleague5,,si04172,china,2025-03-20T16:35:25.385119Z,手动领取过
sweltowin,,828511124,china,2025-03-20T16:37:03.615575Z,手动领取过
euleague5,,828511124,china,2025-03-20T16:37:33.887625Z,手动领取过
sweltowin,,ycshangtian,china,2025-03-20T16:40:37.892276Z,手动领取过
euleague5,,ycshangtian,china,2025-03-20T16:41:41.872101Z,手动领取过
2025SWLAIZHANGSHA,,samuer007,china,2025-03-22T16:35:58.284820Z,已自动领取
XIANGCAIZHENHAOCHI,,samuer007,china,2025-03-22T16:36:36.264458Z,已自动领取
2025SWLAIZHANGSHA,,safety007,china,2025-03-22T16:38:35.946508Z,已自动领取
XIANGCAIZHENHAOCHI,,safety007,china,2025-03-22T16:40:38.477766Z,已自动领取
2025SWLAIZHANGSHA,,1940519852,china,2025-03-22T16:40:58.276153Z,已自动领取
XIANGCAIZHENHAOCHI,,1940519852,china,2025-03-22T16:42:02.795484Z,已自动领取
2025SWLAIZHANGSHA,,763066,china,2025-03-22T16:43:50.177217Z,已自动领取
XIANGCAIZHENHAOCHI,,763066,china,2025-03-22T16:44:43.318215Z,已自动领取
2025SWLAIZHANGSHA,,Vittical,china,2025-03-22T16:46:30.797598Z,已自动领取
XIANGCAIZHENHAOCHI,,Vittical,china,2025-03-22T16:48:10.553745Z,已自动领取
2025SWLAIZHANGSHA,,759830,china,2025-03-22T16:48:48.294986Z,已自动领取
XIANGCAIZHENHAOCHI,,759830,china,2025-03-22T16:49:46.128308Z,已自动领取
2025SWLAIZHANGSHA,,ZQLDHJ,china,2025-03-22T16:51:14.491477Z,已自动领取
XIANGCAIZHENHAOCHI,,ZQLDHJ,china,2025-03-22T16:51:58.707281Z,已自动领取
2025SWLAIZHANGSHA,,zhang921027,china,2025-03-22T16:53:35.826138Z,已自动领取
XIANGCAIZHENHAOCHI,,zhang921027,china,2025-03-22T16:55:19.830389Z,已自动领取
2025SWLAIZHANGSHA,,hyyni1234,china,2025-03-22T16:55:49.435838Z,已自动领取
XIANGCAIZHENHAOCHI,,hyyni1234,china,2025-03-22T16:56:59.941795Z,已自动领取
2025SWLAIZHANGSHA,,ZXFAILXY0322,china,2025-03-22T16:58:07.697453Z,已自动领取
XIANGCAIZHENHAOCHI,,ZXFAILXY0322,china,2025-03-22T16:59:33.058961Z,已自动领取
2025SWLAIZHANGSHA,,linchao0510,china,2025-03-22T17:01:37.974449Z,已自动领取
XIANGCAIZHENHAOCHI,,linchao0510,china,2025-03-22T17:02:37.596211Z,已自动领取
2025SWLAIZHANGSHA,,gcnu2768,china,2025-03-22T17:04:22.553110Z,已自动领取
XIANGCAIZHENHAOCHI,,gcnu2768,china,2025-03-22T17:05:01.579224Z,已自动领取
2025SWLAIZHANGSHA,,wwcc998,china,2025-03-22T17:06:48.763171Z,已自动领取
XIANGCAIZHENHAOCHI,,wwcc998,china,2025-03-22T17:08:55.234443Z,已自动领取
2025SWLAIZHANGSHA,,78619630,china,2025-03-22T17:09:18.557896Z,手动领取过
XIANGCAIZHENHAOCHI,,78619630,china,2025-03-22T17:09:55.224701Z,手动领取过
2025SWLAIZHANGSHA,,jk187,china,2025-03-22T17:10:36.628709Z,手动领取过
XIANGCAIZHENHAOCHI,,jk187,china,2025-03-22T17:11:06.500721Z,手动领取过
2025SWLAIZHANGSHA,,dshujun,china,2025-03-22T17:12:51.555778Z,手动领取过
XIANGCAIZHENHAOCHI,,dshujun,china,2025-03-22T17:14:54.287695Z,手动领取过
2025SWLAIZHANGSHA,,kkws228,china,2025-03-22T17:15:59.153674Z,已自动领取
XIANGCAIZHENHAOCHI,,kkws228,china,2025-03-22T17:17:51.662314Z,已自动领取
2025SWLAIZHANGSHA,,1029709109,china,2025-03-22T17:19:06.625222Z,已自动领取
XIANGCAIZHENHAOCHI,,1029709109,china,2025-03-22T17:20:02.734673Z,已自动领取
2025SWLAIZHANGSHA,,yh.24288,china,2025-03-22T17:21:07.437594Z,已自动领取
XIANGCAIZHENHAOCHI,,yh.24288,china,2025-03-22T17:21:51.532426Z,已自动领取
2025SWLAIZHANGSHA,,hedgehogss,china,2025-03-22T17:23:43.296230Z,已自动领取
XIANGCAIZHENHAOCHI,,hedgehogss,china,2025-03-22T17:24:31.239682Z,已自动领取
2025SWLAIZHANGSHA,,si04172,china,2025-03-22T17:25:16.824536Z,已自动领取
XIANGCAIZHENHAOCHI,,si04172,china,2025-03-22T17:27:14.128303Z,已自动领取
2025SWLAIZHANGSHA,,828511124,china,2025-03-22T17:28:57.538573Z,已自动领取
XIANGCAIZHENHAOCHI,,828511124,china,2025-03-22T17:30:55.323949Z,已自动领取
2025SWLAIZHANGSHA,,1711365230,china,2025-03-22T17:32:16.916287Z,已自动领取
XIANGCAIZHENHAOCHI,,1711365230,china,2025-03-22T17:32:49.477816Z,已自动领取
2025SWLAIZHANGSHA,,ycshangtian,china,2025-03-22T17:34:17.580026Z,手动领取过
XIANGCAIZHENHAOCHI,,ycshangtian,china,2025-03-22T17:35:20.511916Z,手动领取过
2025SWLAIZHANGSHA,,lz0319,china,2025-03-22T17:36:10.040491Z,已自动领取
XIANGCAIZHENHAOCHI,,lz0319,china,2025-03-22T17:37:26.298057Z,已自动领取
sw2025mar1n3,,tth578,china,2025-03-23T21:02:01.840715Z,已自动领取
